Climate_Zone,Season,Crop_Type,Crop_Growth_Stage,Stage_Duration_days,Soil_Type,Soil_pH,Soil_Moisture_pct,Organic_Carbon_pct,Electrical_Conductivity_dSm,Tmax_C,Tmin_C,Temperature_C,Humidity_pct,Rainfall_mm,Sunlight_Hours,Wind_Speed_kmh,Irrigation_Type,Water_Source,Field_Area_hectare,Mulching_Used,Reference_ET0_mm_day,Crop_Coefficient_Kc
Dry,Yala,Green Gram,Mid-season,22,Sandy Loam,5.94,9.24,0.63,0.97,34.2,24.6,29.4,65.5,38.9,6.6,13.8,Furrow/Surface,Major Tank,1.55,No,4.98,1.05
Dry,Yala,Green Gram,Late-season,13,Sandy Loam,5.48,8.08,1.04,0.17,32.3,22.9,27.6,54.9,1.2,8.7,11.4,Furrow/Surface,Major Tank,1.55,No,4.68,0.4
Dry,Maha,Green Gram,Initial,12,Sandy Loam,5.28,13.02,0.74,0.16,31.2,21.8,26.5,79.4,73.2,6.1,6.1,Furrow/Surface,Minor Tank,1.17,Yes,4.67,0.4
Dry,Maha,Green Gram,Development,18,Sandy Loam,5.59,15.24,1.18,0.81,30.0,23.5,26.7,70.3,128.2,7.2,8.3,Furrow/Surface,Minor Tank,1.17,Yes,3.82,0.75
Dry,Maha,Green Gram,Mid-season,22,Sandy Loam,6.22,14.31,1.02,0.34,30.7,20.5,25.6,78.4,111.7,6.9,4.1,Furrow/Surface,Minor Tank,1.17,Yes,4.44,1.05
Dry,Maha,Green Gram,Late-season,13,Sandy Loam,5.46,13.17,0.96,0.3,31.8,23.0,27.4,79.3,56.0,7.6,5.8,Furrow/Surface,Minor Tank,1.17,Yes,4.12,0.4
Wet,Yala,Green Gram,Initial,12,Sandy Loam,5.79,13.12,0.87,0.38,27.5,23.1,25.3,80.1,168.5,6.3,7.7,Rainfed,Minor Tank,1.36,Yes,3.18,0.4
Wet,Yala,Green Gram,Development,18,Sandy Loam,5.79,18.9,0.52,0.2,29.7,24.7,27.2,80.1,156.9,6.4,10.2,Rainfed,Minor Tank,1.36,Yes,3.51,0.75
Wet,Yala,Green Gram,Mid-season,22,Sandy Loam,5.57,18.9,1.1,0.24,29.3,22.6,26.0,77.3,275.9,6.7,8.9,Rainfed,Minor Tank,1.36,Yes,3.88,1.05
Wet,Yala,Green Gram,Late-season,13,Sandy Loam,5.59,18.9,0.5,0.6,30.5,23.5,27.0,82.4,112.7,6.4,12.1,Rainfed,Minor Tank,1.36,Yes,4.0,0.4
Wet,Maha,Maize,Initial,20,Sandy,4.83,8.51,0.34,0.86,29.3,19.9,24.6,82.6,0.0,6.3,8.6,Drip,River/Canal Diversion,0.33,Yes,4.51,0.3
Wet,Maha,Maize,Development,30,Sandy,5.9,6.98,0.78,0.53,28.9,23.1,26.0,75.2,198.8,5.6,7.1,Drip,River/Canal Diversion,0.33,Yes,3.54,0.75
Wet,Maha,Maize,Mid-season,35,Sandy,4.98,8.31,0.73,0.46,29.4,21.9,25.6,74.7,88.5,5.5,4.3,Drip,River/Canal Diversion,0.33,Yes,3.74,1.2
Wet,Maha,Maize,Late-season,15,Sandy,4.99,7.58,0.56,0.65,26.7,21.7,24.2,73.4,92.7,6.5,10.8,Drip,River/Canal Diversion,0.33,Yes,2.91,0.6
Dry,Yala,Green Gram,Initial,12,Loamy,6.36,19.64,1.77,0.38,35.3,22.3,28.8,56.9,33.1,8.2,15.0,Furrow/Surface,Major Tank,0.9,Yes,5.96,0.4
Dry,Yala,Green Gram,Development,18,Loamy,6.55,19.13,1.39,0.58,34.0,23.9,29.0,75.2,16.0,8.4,12.1,Furrow/Surface,Major Tank,0.9,Yes,5.22,0.75
Dry,Yala,Green Gram,Mid-season,22,Loamy,5.89,17.23,0.97,0.61,33.9,22.2,28.0,59.5,44.8,8.1,12.3,Furrow/Surface,Major Tank,0.9,Yes,5.38,1.05
Dry,Yala,Green Gram,Late-season,13,Loamy,6.81,17.65,1.41,0.54,34.2,23.3,28.7,69.4,45.8,8.1,12.6,Furrow/Surface,Major Tank,0.9,Yes,5.24,0.4
Dry,Yala,Green Gram,Initial,12,Sandy Loam,5.6,13.66,0.3,0.46,32.5,24.8,28.6,59.7,6.9,8.3,11.3,Drip,Rainfed,1.16,No,4.57,0.4
Dry,Yala,Green Gram,Development,18,Sandy Loam,5.73,11.88,0.7,0.48,35.6,22.8,29.2,79.5,22.1,8.8,12.2,Drip,Rainfed,1.16,No,5.95,0.75
Dry,Yala,Green Gram,Mid-season,22,Sandy Loam,5.96,11.87,0.94,0.41,34.9,24.2,29.5,65.2,57.7,8.0,10.9,Drip,Rainfed,1.16,No,5.41,1.05
Dry,Yala,Green Gram,Late-season,13,Sandy Loam,6.18,10.34,0.79,0.42,34.5,23.0,28.7,75.8,21.8,6.5,16.3,Drip,Rainfed,1.16,No,5.46,0.4
Intermediate,Maha,Chili,Initial,25,Sandy,4.72,8.12,0.5,0.38,28.2,17.7,23.0,76.9,70.6,7.0,10.4,Rainfed,Agro-well,0.57,Yes,4.55,0.6
Intermediate,Maha,Chili,Development,35,Sandy,4.98,9.45,0.43,0.8,27.7,19.6,23.7,85.9,308.6,5.0,8.3,Rainfed,Agro-well,0.57,Yes,3.88,0.85
Intermediate,Maha,Chili,Mid-season,60,Sandy,5.03,12.6,0.69,0.53,28.2,20.7,24.4,79.4,98.3,6.1,5.9,Rainfed,Agro-well,0.57,Yes,3.52,1.05
Intermediate,Maha,Chili,Late-season,30,Sandy,5.53,12.6,0.42,0.61,27.4,18.8,23.1,90.0,351.2,6.7,10.8,Rainfed,Agro-well,0.57,Yes,3.83,0.9
Dry,Yala,Tomato,Initial,20,Loamy,6.02,21.93,0.94,0.71,34.4,24.0,29.2,70.1,51.0,9.5,14.5,Furrow/Surface,Major Tank,0.42,No,5.38,0.6
Dry,Yala,Tomato,Development,25,Loamy,5.64,22.28,1.7,0.71,33.7,24.5,29.1,57.1,18.8,7.8,10.4,Furrow/Surface,Major Tank,0.42,No,4.97,0.9
Dry,Yala,Tomato,Mid-season,35,Loamy,5.95,22.36,1.13,0.12,31.7,23.4,27.6,66.0,0.0,7.8,20.6,Furrow/Surface,Major Tank,0.42,No,4.5,1.15
Dry,Yala,Tomato,Late-season,20,Loamy,6.42,21.8,0.76,0.62,34.2,24.7,29.5,70.9,32.3,9.1,6.9,Furrow/Surface,Major Tank,0.42,No,5.03,0.8
Wet,Maha,Maize,Initial,20,Sandy Loam,6.03,11.06,0.9,0.45,27.6,21.8,24.7,79.5,53.8,6.6,7.6,Furrow/Surface,Minor Tank,0.43,Yes,3.57,0.3
Wet,Maha,Maize,Development,30,Sandy Loam,6.28,9.17,1.11,0.61,29.6,21.1,25.4,85.8,117.6,7.4,8.3,Furrow/Surface,Minor Tank,0.43,Yes,4.22,0.75
Wet,Maha,Maize,Mid-season,35,Sandy Loam,5.29,7.05,0.81,0.45,27.0,22.4,24.7,81.8,290.5,5.8,3.3,Furrow/Surface,Minor Tank,0.43,Yes,2.88,1.2
Wet,Maha,Maize,Late-season,15,Sandy Loam,5.22,9.33,1.43,0.53,29.0,23.6,26.3,80.0,21.3,5.5,6.7,Furrow/Surface,Minor Tank,0.43,Yes,3.17,0.6
Wet,Maha,Tomato,Initial,20,Sandy Loam,5.64,11.64,0.51,0.18,26.8,20.9,23.9,78.8,233.3,7.3,8.9,Rainfed,Agro-well,0.92,No,3.5,0.6
Wet,Maha,Tomato,Development,25,Sandy Loam,5.65,18.9,0.74,0.52,26.6,21.7,24.2,81.2,17.7,7.0,7.0,Rainfed,Agro-well,0.92,No,3.11,0.9
Wet,Maha,Tomato,Mid-season,35,Sandy Loam,6.12,17.23,0.58,0.81,27.9,23.6,25.8,85.2,132.4,6.3,5.2,Rainfed,Agro-well,0.92,No,2.86,1.15
Wet,Maha,Tomato,Late-season,20,Sandy Loam,4.61,17.36,0.71,0.57,28.7,25.0,26.8,74.6,142.1,6.4,6.4,Rainfed,Agro-well,0.92,No,2.6,0.8
Wet,Maha,Big Onion,Initial,15,Clay,6.05,23.77,0.84,0.62,28.3,22.8,25.5,86.4,0.0,6.5,4.8,Furrow/Surface,Major Tank,0.75,No,3.51,0.7
Wet,Maha,Big Onion,Development,25,Clay,6.72,22.06,1.71,0.69,27.4,22.8,25.1,78.6,131.8,5.4,10.4,Furrow/Surface,Major Tank,0.75,No,3.14,0.9
Wet,Maha,Big Onion,Mid-season,35,Clay,5.48,21.52,1.56,0.74,27.6,23.4,25.5,76.1,225.1,5.8,7.4,Furrow/Surface,Major Tank,0.75,No,2.8,1.05
Wet,Maha,Big Onion,Late-season,20,Clay,6.61,22.92,0.95,0.54,29.7,22.2,25.9,78.9,175.0,4.6,4.8,Furrow/Surface,Major Tank,0.75,No,3.64,0.75
Dry,Maha,Paddy (Rice),Initial,20,Clay,6.48,26.41,1.1,1.15,31.0,21.2,26.1,82.0,101.4,6.4,9.3,Rainfed,Major Tank,0.68,No,4.72,1.05
Dry,Maha,Paddy (Rice),Development,30,Clay,5.18,30.47,1.13,0.35,30.5,21.5,26.0,67.3,28.6,6.3,10.0,Rainfed,Major Tank,0.68,No,4.31,1.1
Dry,Maha,Paddy (Rice),Mid-season,40,Clay,6.26,29.93,1.26,0.28,32.3,22.2,27.3,71.9,127.5,5.8,9.6,Rainfed,Major Tank,0.68,No,4.32,1.2
Dry,Maha,Paddy (Rice),Late-season,25,Clay,5.91,31.73,2.09,0.77,29.9,21.8,25.9,79.5,11.0,6.8,12.0,Rainfed,Major Tank,0.68,No,3.69,0.95
Dry,Maha,Maize,Initial,20,Sandy,5.44,8.96,0.23,0.52,30.2,22.6,26.4,77.9,0.0,6.4,9.8,Drip,Agro-well,2.24,No,4.19,0.3
Dry,Maha,Maize,Development,30,Sandy,4.34,6.58,0.34,0.31,33.3,24.2,28.7,88.5,104.7,6.6,10.4,Drip,Agro-well,2.24,No,4.56,0.75
Dry,Maha,Maize,Mid-season,35,Sandy,5.81,6.76,0.89,0.62,31.7,23.8,27.7,75.7,114.0,5.8,8.0,Drip,Agro-well,2.24,No,3.86,1.2
Dry,Maha,Maize,Late-season,15,Sandy,5.04,7.44,0.71,0.44,31.3,22.9,27.1,75.1,0.0,6.3,9.9,Drip,Agro-well,2.24,No,3.8,0.6
Intermediate,Maha,Green Gram,Initial,12,Loamy,6.05,13.8,1.37,0.58,29.5,16.8,23.2,86.3,55.3,6.9,12.7,Rainfed,River/Canal Diversion,0.34,No,5.09,0.4
Intermediate,Maha,Green Gram,Development,18,Loamy,5.95,14.93,1.41,0.34,29.1,19.5,24.3,77.0,169.4,4.9,12.9,Rainfed,River/Canal Diversion,0.34,No,4.46,0.75
Intermediate,Maha,Green Gram,Mid-season,22,Loamy,6.43,16.25,1.67,0.37,28.8,18.5,23.6,81.5,84.5,5.9,6.5,Rainfed,River/Canal Diversion,0.34,No,4.38,1.05
Intermediate,Maha,Green Gram,Late-season,13,Loamy,5.8,13.99,0.2,0.68,28.5,19.5,24.0,75.5,13.7,5.8,9.1,Rainfed,River/Canal Diversion,0.34,No,3.98,0.4
Intermediate,Yala,Green Gram,Initial,12,Sandy,4.78,7.52,0.71,0.29,30.9,20.8,25.8,69.8,0.0,6.0,12.0,Rainfed,Minor Tank,0.4,No,4.88,0.4
Intermediate,Yala,Green Gram,Development,18,Sandy,5.59,7.89,0.62,0.4,31.3,20.8,26.0,71.9,48.7,8.2,7.5,Rainfed,Minor Tank,0.4,No,4.97,0.75
Intermediate,Yala,Green Gram,Mid-season,22,Sandy,5.2,7.84,0.57,0.38,31.9,22.4,27.1,68.2,165.8,7.7,11.5,Rainfed,Minor Tank,0.4,No,4.74,1.05
Intermediate,Yala,Green Gram,Late-season,13,Sandy,5.36,7.02,0.52,0.18,29.9,22.4,26.2,64.3,65.7,8.1,12.4,Rainfed,Minor Tank,0.4,No,4.07,0.4
Dry,Maha,Paddy (Rice),Initial,20,Clay,6.08,29.48,1.04,0.95,31.3,23.1,27.2,86.4,89.1,5.1,12.0,Furrow/Surface,Major Tank,1.03,No,4.44,1.05
Dry,Maha,Paddy (Rice),Development,30,Clay,6.77,33.16,0.38,0.57,32.9,23.2,28.1,80.1,139.2,5.2,5.7,Furrow/Surface,Major Tank,1.03,No,4.73,1.1
Dry,Maha,Paddy (Rice),Mid-season,40,Clay,6.96,33.58,1.39,0.65,31.1,22.0,26.6,70.9,303.8,7.6,7.8,Furrow/Surface,Major Tank,1.03,No,4.09,1.2
Dry,Maha,Paddy (Rice),Late-season,25,Clay,6.32,36.53,1.24,0.56,33.9,22.3,28.1,84.3,101.9,7.2,8.0,Furrow/Surface,Major Tank,1.03,No,4.69,0.95
Dry,Yala,Big Onion,Initial,15,Sandy,5.62,10.76,0.81,0.81,35.7,24.0,29.8,73.3,0.0,7.5,17.8,Sprinkler,Major Tank,2.62,No,5.75,0.7
Dry,Yala,Big Onion,Development,25,Sandy,4.88,9.65,0.7,0.63,32.3,24.6,28.4,56.7,78.4,8.1,11.7,Sprinkler,Major Tank,2.62,No,4.47,0.9
Dry,Yala,Big Onion,Mid-season,35,Sandy,4.37,9.26,0.57,0.35,37.0,23.7,30.3,72.1,137.5,8.4,12.0,Sprinkler,Major Tank,2.62,No,6.0,1.05
Dry,Yala,Big Onion,Late-season,20,Sandy,5.38,9.07,0.58,0.13,32.4,24.5,28.4,70.4,40.3,8.4,16.1,Sprinkler,Major Tank,2.62,No,4.42,0.75
Wet,Maha,Big Onion,Initial,15,Clay,6.3,20.41,1.23,0.36,25.6,22.3,23.9,79.7,77.9,6.1,8.7,Furrow/Surface,Major Tank,0.67,No,2.65,0.7
Wet,Maha,Big Onion,Development,25,Clay,6.44,20.61,1.45,1.06,28.4,23.8,26.1,76.1,168.9,4.7,5.1,Furrow/Surface,Major Tank,0.67,No,3.2,0.9
Wet,Maha,Big Onion,Mid-season,35,Clay,5.46,22.57,1.13,1.12,29.1,24.3,26.7,76.7,90.3,5.8,4.2,Furrow/Surface,Major Tank,0.67,No,3.1,1.05
Wet,Maha,Big Onion,Late-season,20,Clay,5.85,21.59,1.65,0.26,28.8,21.3,25.1,81.3,70.2,7.5,5.7,Furrow/Surface,Major Tank,0.67,No,3.59,0.75
Dry,Yala,Chili,Initial,25,Sandy Loam,5.55,14.04,0.66,0.75,34.0,22.5,28.2,63.7,68.2,6.5,13.6,Furrow/Surface,Minor Tank,1.3,No,5.54,0.6
Dry,Yala,Chili,Development,35,Sandy Loam,5.65,17.11,0.73,0.49,33.6,22.7,28.1,69.4,104.7,8.9,6.8,Furrow/Surface,Minor Tank,1.3,No,5.29,0.85
Dry,Yala,Chili,Mid-season,60,Sandy Loam,6.54,18.9,0.72,0.47,36.6,24.8,30.7,73.4,115.6,9.7,17.0,Furrow/Surface,Minor Tank,1.3,No,5.76,1.05
Dry,Yala,Chili,Late-season,30,Sandy Loam,5.66,18.9,0.94,0.44,31.6,23.1,27.4,62.8,61.2,7.8,14.8,Furrow/Surface,Minor Tank,1.3,No,4.64,0.9
Wet,Yala,Big Onion,Initial,15,Sandy Loam,5.84,17.01,0.64,0.31,29.6,23.3,26.4,79.9,70.0,6.1,12.5,Drip,Agro-well,2.92,No,3.92,0.7
Wet,Yala,Big Onion,Development,25,Sandy Loam,5.92,17.73,1.42,0.49,29.5,22.8,26.2,84.9,310.4,6.6,4.1,Drip,Agro-well,2.92,No,3.95,0.9
Wet,Yala,Big Onion,Mid-season,35,Sandy Loam,6.25,18.9,0.89,0.48,30.9,22.7,26.8,90.6,630.9,6.0,7.4,Drip,Agro-well,2.92,No,4.29,1.05
Wet,Yala,Big Onion,Late-season,20,Sandy Loam,5.52,18.9,1.09,0.44,30.5,23.8,27.2,82.6,79.4,6.9,9.1,Drip,Agro-well,2.92,No,3.92,0.75
Wet,Maha,Green Gram,Initial,12,Sandy,5.36,8.07,0.47,0.34,26.4,24.4,25.4,79.0,64.3,4.9,8.2,Furrow/Surface,Agro-well,0.2,No,2.12,0.4
Wet,Maha,Green Gram,Development,18,Sandy,4.92,7.03,0.81,0.52,28.1,23.1,25.6,78.9,37.5,6.1,5.5,Furrow/Surface,Agro-well,0.2,No,3.34,0.75
Wet,Maha,Green Gram,Mid-season,22,Sandy,4.55,7.48,0.31,0.31,29.7,23.1,26.4,85.6,11.7,5.9,4.0,Furrow/Surface,Agro-well,0.2,No,3.75,1.05
Wet,Maha,Green Gram,Late-season,13,Sandy,5.65,7.32,0.76,0.38,28.5,23.0,25.8,82.7,180.5,5.5,7.6,Furrow/Surface,Agro-well,0.2,No,3.24,0.4
Wet,Maha,Tomato,Initial,20,Sandy Loam,5.26,12.35,1.03,0.45,28.8,23.4,26.1,81.5,57.3,5.5,6.9,Furrow/Surface,Major Tank,0.73,Yes,3.52,0.6
Wet,Maha,Tomato,Development,25,Sandy Loam,5.17,12.72,0.72,0.59,29.1,21.6,25.4,77.5,73.0,6.3,5.6,Furrow/Surface,Major Tank,0.73,Yes,3.96,0.9
Wet,Maha,Tomato,Mid-season,35,Sandy Loam,5.23,12.25,1.02,0.92,26.6,24.1,25.4,77.8,408.3,5.8,7.9,Furrow/Surface,Major Tank,0.73,Yes,2.17,1.15
Wet,Maha,Tomato,Late-season,20,Sandy Loam,4.54,16.37,0.94,0.62,27.7,22.9,25.3,72.7,80.0,5.5,3.3,Furrow/Surface,Major Tank,0.73,Yes,2.91,0.8
Wet,Maha,Paddy (Rice),Initial,20,Sandy,5.19,8.87,0.5,0.68,28.4,21.8,25.1,77.7,0.0,5.8,7.9,Drip,Rainfed,0.62,Yes,3.82,1.05
Wet,Maha,Paddy (Rice),Development,30,Sandy,5.05,8.0,0.3,0.32,28.4,24.1,26.3,84.5,124.3,6.1,6.0,Drip,Rainfed,0.62,Yes,3.05,1.1
Wet,Maha,Paddy (Rice),Mid-season,40,Sandy,5.58,7.29,0.77,0.44,25.4,23.4,24.4,83.3,319.9,5.8,7.6,Drip,Rainfed,0.62,Yes,1.85,1.2
Wet,Maha,Paddy (Rice),Late-season,25,Sandy,5.24,11.09,0.53,0.36,27.9,20.7,24.3,82.8,190.9,5.7,5.8,Drip,Rainfed,0.62,Yes,3.44,0.95
Dry,Yala,Chili,Initial,25,Sandy Loam,6.07,18.9,0.88,0.4,32.7,22.5,27.6,51.4,97.3,7.5,13.4,Rainfed,River/Canal Diversion,1.44,No,5.12,0.6
Dry,Yala,Chili,Development,35,Sandy Loam,4.68,18.9,0.99,0.66,35.8,24.1,29.9,61.4,62.6,8.5,14.2,Rainfed,River/Canal Diversion,1.44,No,5.66,0.85
Dry,Yala,Chili,Mid-season,60,Sandy Loam,4.92,18.9,0.94,0.53,32.1,25.0,28.5,75.0,136.7,9.2,10.9,Rainfed,River/Canal Diversion,1.44,No,4.23,1.05
Dry,Yala,Chili,Late-season,30,Sandy Loam,5.07,18.9,1.3,0.68,33.3,25.3,29.3,68.5,74.6,9.4,15.2,Rainfed,River/Canal Diversion,1.44,No,4.67,0.9
Dry,Yala,Chili,Initial,25,Sandy,5.52,10.09,0.61,0.05,33.0,22.7,27.9,71.6,60.9,7.9,11.1,Furrow/Surface,Major Tank,1.29,No,5.16,0.6
Dry,Yala,Chili,Development,35,Sandy,4.69,10.49,0.65,0.29,33.0,24.3,28.6,67.3,49.1,9.8,19.2,Furrow/Surface,Major Tank,1.29,No,4.7,0.85
Dry,Yala,Chili,Mid-season,60,Sandy,5.31,11.83,0.27,0.43,33.3,24.5,28.9,67.5,112.9,7.9,11.9,Furrow/Surface,Major Tank,1.29,No,4.75,1.05
Dry,Yala,Chili,Late-season,30,Sandy,4.82,12.6,0.6,0.41,32.7,23.6,28.2,74.9,20.3,8.8,13.3,Furrow/Surface,Major Tank,1.29,No,4.85,0.9
Dry,Maha,Big Onion,Initial,15,Sandy,4.66,7.87,0.68,0.52,31.4,22.7,27.1,76.1,40.7,7.7,12.6,Furrow/Surface,Major Tank,1.42,Yes,4.59,0.7
Dry,Maha,Big Onion,Development,25,Sandy,5.56,7.05,0.43,0.44,32.1,21.9,27.0,69.0,142.7,6.4,13.1,Furrow/Surface,Major Tank,1.42,Yes,4.78,0.9
Dry,Maha,Big Onion,Mid-season,35,Sandy,5.27,7.34,0.43,0.41,30.4,22.9,26.6,85.5,186.6,6.5,4.7,Furrow/Surface,Major Tank,1.42,Yes,3.8,1.05
Dry,Maha,Big Onion,Late-season,20,Sandy,5.08,6.43,0.39,0.44,31.5,20.9,26.2,80.9,166.0,6.8,9.5,Furrow/Surface,Major Tank,1.42,Yes,4.27,0.75
Dry,Maha,Paddy (Rice),Initial,20,Sandy,5.23,8.31,0.27,1.03,33.5,21.9,27.7,81.3,20.8,4.9,9.9,Furrow/Surface,Rainfed,1.28,Yes,5.35,1.05
Dry,Maha,Paddy (Rice),Development,30,Sandy,5.87,11.08,0.32,0.24,32.2,24.0,28.1,80.5,0.0,5.8,9.3,Furrow/Surface,Rainfed,1.28,Yes,4.33,1.1
Dry,Maha,Paddy (Rice),Mid-season,40,Sandy,5.33,9.0,0.89,0.19,31.3,21.6,26.4,80.9,59.3,6.4,2.2,Furrow/Surface,Rainfed,1.28,Yes,4.18,1.2
Dry,Maha,Paddy (Rice),Late-season,25,Sandy,5.25,9.49,0.54,0.06,31.3,22.0,26.6,80.1,158.6,5.9,12.0,Furrow/Surface,Rainfed,1.28,Yes,4.03,0.95
Wet,Yala,Tomato,Initial,20,Clay,7.38,27.3,1.27,0.56,28.9,22.5,25.7,80.3,154.7,6.7,13.2,Sprinkler,Rainfed,1.25,No,3.87,0.6
Wet,Yala,Tomato,Development,25,Clay,6.17,32.96,1.43,0.66,29.0,24.6,26.8,76.3,156.5,6.9,9.0,Sprinkler,Rainfed,1.25,No,3.22,0.9
Wet,Yala,Tomato,Mid-season,35,Clay,6.36,34.2,1.21,0.88,28.7,25.5,27.1,87.0,420.6,6.8,7.9,Sprinkler,Rainfed,1.25,No,2.73,1.15
Wet,Yala,Tomato,Late-season,20,Clay,6.9,36.75,2.19,0.94,29.6,23.3,26.4,83.4,100.2,6.4,7.6,Sprinkler,Rainfed,1.25,No,3.76,0.8
Intermediate,Maha,Chili,Initial,25,Sandy,4.96,7.57,0.2,0.33,27.3,20.0,23.7,85.4,237.5,6.6,8.3,Furrow/Surface,River/Canal Diversion,1.68,No,3.85,0.6
Intermediate,Maha,Chili,Development,35,Sandy,4.7,12.6,0.59,0.56,28.6,19.3,23.9,79.3,252.5,5.5,5.9,Furrow/Surface,River/Canal Diversion,1.68,No,4.14,0.85
Intermediate,Maha,Chili,Mid-season,60,Sandy,5.41,12.6,0.54,0.36,29.3,20.6,24.9,84.0,316.8,5.8,10.6,Furrow/Surface,River/Canal Diversion,1.68,No,3.82,1.05
Intermediate,Maha,Chili,Late-season,30,Sandy,5.07,12.6,0.74,0.47,28.3,19.7,24.0,72.1,137.1,6.1,4.5,Furrow/Surface,River/Canal Diversion,1.68,No,3.9,0.9
Intermediate,Yala,Tomato,Initial,20,Sandy,5.23,6.19,0.53,0.63,31.2,22.7,26.9,77.5,97.7,8.2,15.1,Sprinkler,Rainfed,0.1,No,4.58,0.6
Intermediate,Yala,Tomato,Development,25,Sandy,5.48,9.38,0.32,0.39,31.5,20.9,26.2,73.7,69.7,7.8,10.4,Sprinkler,Rainfed,0.1,No,4.94,0.9
Intermediate,Yala,Tomato,Mid-season,35,Sandy,4.95,9.75,0.68,0.16,31.2,21.1,26.2,78.4,42.7,7.6,12.5,Sprinkler,Rainfed,0.1,No,4.73,1.15
Intermediate,Yala,Tomato,Late-season,20,Sandy,5.46,11.48,0.59,0.41,30.2,22.1,26.2,68.0,0.0,7.8,8.4,Sprinkler,Rainfed,0.1,No,4.27,0.8
Dry,Yala,Paddy (Rice),Initial,20,Sandy Loam,5.99,15.77,0.71,0.53,33.3,22.4,27.9,66.1,41.2,8.1,20.8,Sprinkler,Minor Tank,2.16,No,5.31,1.05
Dry,Yala,Paddy (Rice),Development,30,Sandy Loam,5.71,17.47,0.74,0.38,32.8,25.5,29.2,74.8,44.1,8.4,18.3,Sprinkler,Minor Tank,2.16,No,4.4,1.1
Dry,Yala,Paddy (Rice),Mid-season,40,Sandy Loam,5.97,15.99,1.1,0.48,35.4,24.9,30.1,64.2,173.0,8.7,11.9,Sprinkler,Minor Tank,2.16,No,5.31,1.2
Dry,Yala,Paddy (Rice),Late-season,25,Sandy Loam,4.56,17.32,0.94,0.93,36.0,24.5,30.2,63.0,50.2,9.1,11.0,Sprinkler,Minor Tank,2.16,No,5.65,0.95
Dry,Yala,Big Onion,Initial,15,Clay,6.63,26.54,2.09,0.8,34.8,25.3,30.0,55.1,67.5,7.2,13.1,Sprinkler,Rainfed,0.87,No,5.25,0.7
Dry,Yala,Big Onion,Development,25,Clay,5.78,27.36,1.11,0.44,34.6,24.2,29.4,69.5,9.1,8.1,12.2,Sprinkler,Rainfed,0.87,No,5.37,0.9
Dry,Yala,Big Onion,Mid-season,35,Clay,5.95,27.36,1.65,0.65,34.0,22.9,28.5,66.4,34.2,8.3,8.3,Sprinkler,Rainfed,0.87,No,5.34,1.05
Dry,Yala,Big Onion,Late-season,20,Clay,6.76,27.45,1.15,0.6,33.0,22.1,27.5,65.4,46.6,8.5,15.0,Sprinkler,Rainfed,0.87,No,5.17,0.75
Dry,Maha,Big Onion,Initial,15,Loamy,6.84,15.15,1.35,1.04,32.1,22.4,27.3,83.0,125.9,6.3,10.5,Rainfed,River/Canal Diversion,0.57,No,4.83,0.7
Dry,Maha,Big Onion,Development,25,Loamy,6.89,16.34,1.35,0.26,29.5,23.7,26.6,81.6,51.6,7.0,7.3,Rainfed,River/Canal Diversion,0.57,No,3.57,0.9
Dry,Maha,Big Onion,Mid-season,35,Loamy,6.12,16.53,1.28,0.31,29.1,23.7,26.4,79.2,258.9,7.2,9.0,Rainfed,River/Canal Diversion,0.57,No,3.17,1.05
Dry,Maha,Big Onion,Late-season,20,Loamy,5.99,18.86,1.65,0.54,31.1,22.8,27.0,85.9,119.3,6.9,8.8,Rainfed,River/Canal Diversion,0.57,No,3.81,0.75
Wet,Maha,Maize,Initial,20,Clay,7.17,21.86,1.61,0.67,27.9,24.7,26.3,81.6,24.2,6.1,9.3,Furrow/Surface,Major Tank,1.64,Yes,2.75,0.3
Wet,Maha,Maize,Development,30,Clay,7.08,20.09,1.5,0.59,29.1,22.4,25.7,81.6,210.2,7.6,4.5,Furrow/Surface,Major Tank,1.64,Yes,3.75,0.75
Wet,Maha,Maize,Mid-season,35,Clay,6.04,24.2,1.07,0.93,27.6,22.7,25.2,85.6,137.9,5.1,5.4,Furrow/Surface,Major Tank,1.64,Yes,3.01,1.2
Wet,Maha,Maize,Late-season,15,Clay,6.17,24.26,1.42,0.83,28.0,22.8,25.4,75.5,94.8,6.5,7.4,Furrow/Surface,Major Tank,1.64,Yes,3.02,0.6
Dry,Maha,Maize,Initial,20,Sandy,5.02,7.95,1.14,0.28,31.7,23.6,27.7,83.0,13.6,5.5,12.2,Rainfed,Rainfed,0.63,No,4.46,0.3
Dry,Maha,Maize,Development,30,Sandy,5.28,6.32,0.46,0.59,31.7,22.3,27.0,74.0,90.4,8.6,7.5,Rainfed,Rainfed,0.63,No,4.51,0.75
Dry,Maha,Maize,Mid-season,35,Sandy,5.07,6.16,0.2,0.26,31.5,23.1,27.3,74.8,257.2,6.3,8.9,Rainfed,Rainfed,0.63,No,3.99,1.2
Dry,Maha,Maize,Late-season,15,Sandy,6.02,9.38,0.44,0.05,29.8,22.9,26.3,95.6,26.7,7.0,9.8,Rainfed,Rainfed,0.63,No,3.44,0.6
Wet,Yala,Paddy (Rice),Initial,20,Sandy,5.56,7.37,0.88,0.32,30.4,25.1,27.8,85.8,186.6,6.3,7.8,Furrow/Surface,River/Canal Diversion,0.99,Yes,3.71,1.05
