Field_Cycle_ID,District,Climate_Zone,Season,Crop_Type,Crop_Growth_Stage,Stage_Duration_days,Soil_Type,Soil_pH,Soil_Moisture_pct,Organic_Carbon_pct,Electrical_Conductivity_dSm,Tmax_C,Tmin_C,Temperature_C,Humidity_pct,Rainfall_mm,Sunlight_Hours,Wind_Speed_kmh,Irrigation_Type,Water_Source,Field_Area_hectare,Mulching_Used,Previous_Irrigation_mm,Reference_ET0_mm_day,Crop_Coefficient_Kc,Net_Irrigation_Requirement_mm,Gross_Irrigation_Requirement_mm
1009,Galle,Wet,Maha,Chili,Late-season,30,Clay,5.49,36.75,1.0,1.08,27.4,20.3,23.8,77.6,157.6,5.3,7.0,Furrow/Surface,Rainfed,0.32,No,0.0,3.58,0.9,0.0,0.0
1010,Ratnapura,Wet,Maha,Paddy (Rice),Initial,20,Clay,6.23,28.94,1.83,0.9,27.6,23.5,25.6,88.0,106.3,5.3,9.4,Sprinkler,Major Tank,0.52,No,58.8,3.03,1.05,0.0,0.0
1010,Ratnapura,Wet,Maha,Paddy (Rice),Development,30,Clay,6.78,31.96,1.55,0.21,27.6,21.4,24.5,78.7,101.3,7.0,9.2,Sprinkler,Major Tank,0.52,No,0.0,3.51,1.1,7.4,9.8
1010,Ratnapura,Wet,Maha,Paddy (Rice),Mid-season,40,Clay,5.76,28.98,1.33,0.87,28.0,24.0,26.0,81.7,55.9,5.2,7.4,Sprinkler,Major Tank,0.52,No,7.4,2.73,1.2,44.9,59.8
1010,Ratnapura,Wet,Maha,Paddy (Rice),Late-season,25,Clay,6.53,27.47,1.36,0.66,26.5,21.9,24.2,73.1,33.7,6.5,7.4,Sprinkler,Major Tank,0.52,No,44.9,2.77,0.95,19.5,26.1
1011,Ampara,Dry,Maha,Paddy (Rice),Initial,20,Sandy Loam,5.46,10.26,0.7,0.28,30.5,22.5,26.5,80.6,99.7,6.2,3.5,Furrow/Surface,Minor Tank,1.98,No,89.6,4.34,1.05,11.9,21.6
1011,Ampara,Dry,Maha,Paddy (Rice),Development,30,Sandy Loam,5.15,13.48,0.89,0.48,30.7,21.7,26.2,83.8,142.9,6.0,8.4,Furrow/Surface,Minor Tank,1.98,No,11.9,4.41,1.1,18.9,34.4
1011,Ampara,Dry,Maha,Paddy (Rice),Mid-season,40,Sandy Loam,5.48,15.58,0.58,0.67,31.5,22.8,27.1,81.9,205.6,7.3,12.0,Furrow/Surface,Minor Tank,1.98,No,18.9,4.1,1.2,7.7,13.9
1011,Ampara,Dry,Maha,Paddy (Rice),Late-season,25,Sandy Loam,5.7,15.0,1.04,0.21,31.5,23.7,27.6,84.5,196.5,7.0,10.3,Furrow/Surface,Minor Tank,1.98,No,7.7,3.86,0.95,0.0,0.0
1012,Kandy,Wet,Maha,Chili,Initial,25,Sandy,5.53,11.42,0.45,0.46,27.7,22.2,24.9,81.0,113.1,5.1,10.0,Drip,River/Canal Diversion,0.25,No,24.3,3.46,0.6,0.0,0.0
1012,Kandy,Wet,Maha,Chili,Development,35,Sandy,4.34,12.6,0.4,0.12,29.0,22.5,25.7,69.6,384.4,5.3,4.0,Drip,River/Canal Diversion,0.25,No,0.0,3.62,0.85,0.0,0.0
1012,Kandy,Wet,Maha,Chili,Mid-season,60,Sandy,6.19,12.6,0.72,0.71,27.0,22.3,24.7,75.5,656.3,6.3,3.6,Drip,River/Canal Diversion,0.25,No,0.0,2.82,1.05,0.0,0.0
1012,Kandy,Wet,Maha,Chili,Late-season,30,Sandy,5.04,12.6,0.31,0.49,27.0,22.2,24.6,82.7,213.7,6.9,7.0,Drip,River/Canal Diversion,0.25,No,0.0,2.97,0.9,0.0,0.0
1013,Mannar,Dry,Yala,Big Onion,Initial,15,Sandy Loam,5.45,15.43,0.94,0.24,33.1,22.7,27.9,62.3,95.7,7.6,11.7,Rainfed,Major Tank,0.72,No,17.7,5.24,0.7,0.0,
1013,Mannar,Dry,Yala,Big Onion,Development,25,Sandy Loam,5.58,17.39,0.88,0.31,34.9,25.5,30.2,75.9,44.5,8.5,12.3,Rainfed,Major Tank,0.72,No,0.0,5.15,0.9,56.1,
1013,Mannar,Dry,Yala,Big Onion,Mid-season,35,Sandy Loam,5.44,16.4,0.85,0.67,34.4,23.2,28.8,76.9,119.2,8.3,8.7,Rainfed,Major Tank,0.72,No,56.1,5.35,1.05,65.8,
1013,Mannar,Dry,Yala,Big Onion,Late-season,20,Sandy Loam,5.28,16.75,0.72,0.52,34.8,22.4,28.6,61.4,33.5,8.2,10.8,Rainfed,Major Tank,0.72,No,65.8,5.62,0.75,27.0,
1014,Mannar,Dry,Yala,Big Onion,Initial,15,Clay,5.35,19.23,2.21,1.08,34.1,24.0,29.1,69.9,0.0,9.2,8.9,Drip,Minor Tank,0.53,Yes,29.8,5.27,0.7,45.7,50.8
1014,Mannar,Dry,Yala,Big Onion,Development,25,Clay,6.04,18.15,1.53,1.07,35.0,25.3,30.1,64.3,30.2,7.9,14.0,Drip,Minor Tank,0.53,Yes,45.7,5.25,0.9,79.9,88.7
1014,Mannar,Dry,Yala,Big Onion,Mid-season,35,Clay,6.57,19.36,1.74,0.9,33.8,23.9,28.8,59.7,25.2,8.5,12.7,Drip,Minor Tank,0.53,Yes,79.9,5.03,1.05,137.3,152.5
1014,Mannar,Dry,Yala,Big Onion,Late-season,20,Clay,6.05,17.34,0.91,0.71,35.5,24.6,30.0,63.8,69.4,9.0,10.7,Drip,Minor Tank,0.53,Yes,137.3,5.43,0.75,25.8,28.6
1015,Gampaha,Wet,Yala,Green Gram,Initial,12,Clay,5.92,28.78,1.62,1.02,29.8,22.1,25.9,83.3,247.3,6.3,7.8,Furrow/Surface,Major Tank,0.98,Yes,14.5,4.28,0.4,0.0,0.0
1015,Gampaha,Wet,Yala,Green Gram,Development,18,Clay,7.04,36.75,1.92,0.8,28.4,22.6,25.5,85.1,287.3,6.8,8.3,Furrow/Surface,Major Tank,0.98,Yes,0.0,3.62,0.75,0.0,0.0
1015,Gampaha,Wet,Yala,Green Gram,Mid-season,22,Clay,7.49,36.75,1.49,0.75,29.2,23.4,26.3,80.5,271.2,6.1,6.1,Furrow/Surface,Major Tank,0.98,Yes,0.0,3.63,1.05,0.0,0.0
1015,Gampaha,Wet,Yala,Green Gram,Late-season,13,Clay,7.15,36.75,1.65,0.65,30.9,24.7,27.8,82.0,53.7,7.4,9.4,Furrow/Surface,Major Tank,0.98,Yes,0.0,3.82,0.4,0.0,0.0
1016,Gampaha,Wet,Maha,Green Gram,Initial,12,Sandy Loam,5.93,15.06,1.15,0.52,28.2,20.8,24.5,82.2,118.3,4.7,8.7,Sprinkler,Rainfed,0.16,No,30.1,4.0,0.4,0.0,0.0
1016,Gampaha,Wet,Maha,Green Gram,Development,18,Sandy Loam,5.69,18.51,1.19,0.66,26.7,22.2,24.4,77.0,0.0,5.2,5.5,Sprinkler,Rainfed,0.16,No,0.0,3.06,0.75,26.7,35.6
1016,Gampaha,Wet,Maha,Green Gram,Mid-season,22,Sandy Loam,5.35,15.73,1.22,0.23,28.8,22.6,25.7,86.2,96.0,5.6,7.0,Sprinkler,Rainfed,0.16,No,26.7,3.55,1.05,0.0,0.0
1016,Gampaha,Wet,Maha,Green Gram,Late-season,13,Sandy Loam,5.59,14.33,0.98,0.72,27.8,21.6,24.7,78.3,10.2,6.4,6.3,Sprinkler,Rainfed,0.16,No,0.0,3.37,0.4,3.1,4.1
1017,Nuwara Eliya,Wet,Maha,Paddy (Rice),Initial,20,Sandy,4.67,10.2,0.41,0.47,28.5,24.0,26.3,77.7,158.9,5.8,8.0,Rainfed,Rainfed,0.93,No,54.7,3.24,1.05,0.0,
1017,Nuwara Eliya,Wet,Maha,Paddy (Rice),Development,30,Sandy,5.71,12.6,0.68,0.45,27.1,22.5,24.8,77.9,87.3,6.2,6.8,Rainfed,Rainfed,0.93,No,0.0,3.04,1.1,4.4,
1017,Nuwara Eliya,Wet,Maha,Paddy (Rice),Mid-season,40,Sandy,5.51,11.99,0.55,0.43,27.1,22.0,24.5,71.4,275.0,5.5,5.8,Rainfed,Rainfed,0.93,No,4.4,2.97,1.2,0.0,
1017,Nuwara Eliya,Wet,Maha,Paddy (Rice),Late-season,25,Sandy,5.8,12.6,0.39,0.54,28.7,23.6,26.1,77.1,118.8,7.4,5.3,Rainfed,Rainfed,0.93,No,0.0,3.03,0.95,0.0,
1018,Kandy,Wet,Maha,Paddy (Rice),Initial,20,Sandy,5.22,9.6,0.55,0.57,27.6,21.8,24.7,81.2,133.7,6.4,8.3,Rainfed,Major Tank,0.79,No,48.2,3.55,1.05,0.0,
1018,Kandy,Wet,Maha,Paddy (Rice),Development,30,Sandy,5.28,12.6,0.84,0.15,27.6,21.1,24.3,88.3,233.4,7.7,6.6,Rainfed,Major Tank,0.79,No,0.0,3.58,1.1,0.0,
1018,Kandy,Wet,Maha,Paddy (Rice),Mid-season,40,Sandy,4.98,12.6,0.45,0.43,25.9,21.6,23.8,74.5,255.0,4.5,6.0,Rainfed,Major Tank,0.79,No,0.0,2.68,1.2,0.0,
1018,Kandy,Wet,Maha,Paddy (Rice),Late-season,25,Sandy,4.79,12.6,0.62,0.2,27.0,23.3,25.2,77.5,0.0,5.0,8.5,Rainfed,Major Tank,0.79,No,0.0,2.49,0.95,39.0,
1019,Kandy,Wet,Maha,Maize,Initial,20,Sandy,5.51,7.65,0.88,0.64,28.0,22.5,25.2,79.3,0.0,5.7,6.4,Rainfed,Agro-well,1.18,Yes,14.3,3.5,0.3,13.2,
1019,Kandy,Wet,Maha,Maize,Development,30,Sandy,5.57,5.27,0.72,0.39,26.8,22.0,24.4,78.0,92.9,4.9,5.1,Rainfed,Agro-well,1.18,Yes,13.2,3.08,0.75,0.0,
1019,Kandy,Wet,Maha,Maize,Mid-season,35,Sandy,5.08,4.36,0.85,0.44,28.3,21.8,25.1,88.2,204.9,5.4,3.7,Rainfed,Agro-well,1.18,Yes,0.0,3.39,1.2,0.0,
1019,Kandy,Wet,Maha,Maize,Late-season,15,Sandy,4.7,5.82,0.89,0.21,27.4,22.6,25.0,81.3,0.0,7.0,8.7,Rainfed,Agro-well,1.18,Yes,0.0,2.84,0.6,15.0,
1020,Ampara,Dry,Maha,Maize,Initial,20,Sandy Loam,5.62,15.37,0.89,0.51,32.1,22.1,27.1,79.2,217.3,6.9,12.5,Rainfed,River/Canal Diversion,1.26,Yes,22.5,4.91,0.3,0.0,
1020,Ampara,Dry,Maha,Maize,Development,30,Sandy Loam,5.69,18.9,0.81,0.78,30.9,24.5,27.7,75.0,122.4,7.8,3.5,Rainfed,River/Canal Diversion,1.26,Yes,0.0,3.83,0.75,0.0,
1020,Ampara,Dry,Maha,Maize,Mid-season,35,Sandy Loam,5.17,18.9,0.83,0.69,30.3,21.5,25.9,76.6,58.5,7.4,11.3,Rainfed,River/Canal Diversion,1.26,Yes,0.0,4.02,1.2,62.4,
1020,Ampara,Dry,Maha,Maize,Late-season,15,Sandy Loam,5.63,17.88,1.14,0.53,32.2,23.2,27.7,76.1,123.2,5.8,7.5,Rainfed,River/Canal Diversion,1.26,Yes,62.4,4.12,0.6,0.0,
1021,Kurunegala,Intermediate,Maha,Paddy (Rice),Initial,20,Sandy,4.45,7.28,0.24,0.23,29.0,20.7,24.9,83.7,217.7,6.3,3.8,Drip,Agro-well,0.29,Yes,74.9,4.25,1.05,0.0,0.0
1021,Kurunegala,Intermediate,Maha,Paddy (Rice),Development,30,Sandy,4.38,12.6,0.33,0.53,29.8,19.8,24.8,90.7,0.0,5.9,7.5,Drip,Agro-well,0.29,Yes,0.0,4.46,1.1,101.9,113.2
1021,Kurunegala,Intermediate,Maha,Paddy (Rice),Mid-season,40,Sandy,5.69,12.6,0.46,0.53,26.8,17.7,22.2,85.9,342.7,7.5,7.9,Drip,Agro-well,0.29,Yes,101.9,3.71,1.2,0.0,0.0
1021,Kurunegala,Intermediate,Maha,Paddy (Rice),Late-season,25,Sandy,4.66,12.6,0.69,0.56,26.4,18.6,22.5,82.9,20.7,4.7,8.6,Drip,Agro-well,0.29,Yes,0.0,3.4,0.95,29.3,32.6
1022,Polonnaruwa,Dry,Yala,Paddy (Rice),Initial,20,Sandy Loam,6.28,15.43,0.98,0.45,32.4,26.3,29.3,60.8,61.9,7.4,14.0,Furrow/Surface,Rainfed,1.32,Yes,41.8,4.11,1.05,23.4,42.5
1022,Polonnaruwa,Dry,Yala,Paddy (Rice),Development,30,Sandy Loam,5.62,16.6,0.95,0.73,35.6,25.6,30.6,69.2,0.0,7.3,9.2,Furrow/Surface,Rainfed,1.32,Yes,23.4,5.29,1.1,124.1,225.7
1022,Polonnaruwa,Dry,Yala,Paddy (Rice),Mid-season,40,Sandy Loam,5.49,18.9,0.96,0.81,34.0,24.5,29.2,51.2,123.6,8.5,21.2,Furrow/Surface,Rainfed,1.32,Yes,124.1,4.93,1.2,85.8,155.9
1022,Polonnaruwa,Dry,Yala,Paddy (Rice),Late-season,25,Sandy Loam,5.99,18.9,0.75,0.52,35.6,24.5,30.0,77.8,56.7,9.0,13.6,Furrow/Surface,Rainfed,1.32,Yes,85.8,5.49,0.95,33.2,60.4
1023,Ampara,Dry,Maha,Green Gram,Initial,12,Sandy Loam,5.22,15.62,0.61,0.49,30.4,23.2,26.8,85.5,31.3,5.6,8.0,Furrow/Surface,Rainfed,1.34,Yes,13.1,4.17,0.4,0.0,0.0
1023,Ampara,Dry,Maha,Green Gram,Development,18,Sandy Loam,5.13,14.85,1.0,1.05,31.3,23.4,27.4,70.9,89.3,6.7,7.5,Furrow/Surface,Rainfed,1.34,Yes,0.0,4.34,0.75,0.0,0.0
1023,Ampara,Dry,Maha,Green Gram,Mid-season,22,Sandy Loam,5.87,14.33,1.09,0.64,30.6,21.8,26.2,83.7,0.0,6.1,12.2,Furrow/Surface,Rainfed,1.34,Yes,0.0,4.3,1.05,63.3,115.1
1023,Ampara,Dry,Maha,Green Gram,Late-season,13,Sandy Loam,5.53,12.19,1.1,0.19,32.9,21.5,27.2,75.8,89.8,6.5,12.7,Furrow/Surface,Rainfed,1.34,Yes,63.3,4.8,0.4,0.0,0.0
1024,Kurunegala,Intermediate,Maha,Big Onion,Initial,15,Loamy,5.51,16.39,1.43,0.5,29.9,19.1,24.5,83.8,128.8,5.3,5.6,Furrow/Surface,Minor Tank,1.0,No,31.9,4.84,0.7,0.0,0.0
1024,Kurunegala,Intermediate,Maha,Big Onion,Development,25,Loamy,6.04,21.14,0.76,0.74,30.2,21.4,25.8,82.0,146.0,7.2,11.0,Furrow/Surface,Minor Tank,1.0,No,0.0,4.36,0.9,0.0,0.0
1024,Kurunegala,Intermediate,Maha,Big Onion,Mid-season,35,Loamy,5.65,22.36,0.52,0.49,28.6,19.5,24.1,77.8,155.3,6.2,5.3,Furrow/Surface,Minor Tank,1.0,No,0.0,3.98,1.05,0.0,0.0
1024,Kurunegala,Intermediate,Maha,Big Onion,Late-season,20,Loamy,6.85,21.64,1.12,0.48,28.7,20.6,24.6,77.2,111.0,5.8,9.8,Furrow/Surface,Minor Tank,1.0,No,0.0,3.67,0.75,0.0,0.0
1025,Polonnaruwa,Dry,Maha,Tomato,Initial,20,Sandy Loam,5.82,13.0,0.63,0.8,33.0,22.2,27.6,81.9,55.2,5.9,5.2,Furrow/Surface,Minor Tank,1.09,Yes,20.8,5.14,0.6,10.9,19.8
1025,Polonnaruwa,Dry,Maha,Tomato,Development,25,Sandy Loam,5.57,14.5,1.15,0.59,31.4,22.5,27.0,80.5,74.3,7.2,14.7,Furrow/Surface,Minor Tank,1.09,Yes,10.9,4.44,0.9,22.2,40.3
1025,Polonnaruwa,Dry,Maha,Tomato,Mid-season,35,Sandy Loam,5.44,13.85,0.83,0.31,29.7,22.0,25.9,74.1,122.2,6.4,6.9,Furrow/Surface,Minor Tank,1.09,Yes,22.2,3.76,1.15,28.5,51.8
1025,Polonnaruwa,Dry,Maha,Tomato,Late-season,20,Sandy Loam,5.39,13.49,0.92,0.26,30.4,21.9,26.2,78.7,134.4,4.7,15.2,Furrow/Surface,Minor Tank,1.09,Yes,28.5,3.85,0.8,0.0,0.0
1026,Trincomalee,Dry,Maha,Maize,Initial,20,Clay,6.23,33.87,1.16,0.15,32.1,20.4,26.3,79.2,90.4,6.4,12.1,Drip,Agro-well,0.31,No,20.2,5.19,0.3,0.0,0.0
1026,Trincomalee,Dry,Maha,Maize,Development,30,Clay,6.91,35.87,1.4,0.76,31.5,22.9,27.2,84.1,74.0,6.6,5.2,Drip,Agro-well,0.31,No,0.0,4.35,0.75,10.6,11.8
1026,Trincomalee,Dry,Maha,Maize,Mid-season,35,Clay,5.43,35.36,1.15,1.15,31.5,24.4,28.0,78.6,107.5,6.6,9.1,Drip,Agro-well,0.31,No,10.6,3.72,1.2,20.9,23.3
1026,Trincomalee,Dry,Maha,Maize,Late-season,15,Clay,6.33,33.48,0.85,1.21,30.2,22.3,26.3,79.7,119.6,6.2,12.3,Drip,Agro-well,0.31,No,20.9,3.66,0.6,0.0,0.0
1027,Ratnapura,Wet,Yala,Maize,Initial,20,Loamy,6.14,16.11,1.32,0.19,29.3,21.6,25.5,73.2,0.0,6.8,6.9,Furrow/Surface,Minor Tank,1.77,No,23.2,4.23,0.3,17.4,31.6
1027,Ratnapura,Wet,Yala,Maize,Development,30,Loamy,5.92,12.8,1.23,0.88,28.8,23.7,26.3,83.2,261.6,6.4,6.7,Furrow/Surface,Minor Tank,1.77,No,17.4,3.4,0.75,0.0,0.0
1027,Ratnapura,Wet,Yala,Maize,Mid-season,35,Loamy,6.17,17.25,1.46,0.56,30.2,23.3,26.7,88.7,236.5,5.3,12.3,Furrow/Surface,Minor Tank,1.77,No,0.0,3.92,1.2,0.0,0.0
1027,Ratnapura,Wet,Yala,Maize,Late-season,15,Loamy,6.39,17.77,1.12,0.5,30.2,23.4,26.8,86.1,134.3,3.7,7.4,Furrow/Surface,Minor Tank,1.77,No,0.0,3.94,0.6,0.0,0.0
1028,Jaffna,Dry,Maha,Green Gram,Initial,12,Sandy Loam,5.27,14.77,0.87,0.33,30.4,22.6,26.5,81.6,25.8,8.4,16.4,Drip,Rainfed,0.89,No,32.2,4.28,0.4,0.0,0.0
1028,Jaffna,Dry,Maha,Green Gram,Development,18,Sandy Loam,5.07,11.47,0.5,0.54,31.8,22.8,27.3,79.2,41.9,7.1,10.0,Drip,Rainfed,0.89,No,0.0,4.55,0.75,16.9,18.8
1028,Jaffna,Dry,Maha,Green Gram,Mid-season,22,Sandy Loam,5.22,10.86,1.37,0.65,32.7,22.7,27.7,69.8,22.6,6.5,3.7,Drip,Rainfed,0.89,No,16.9,4.6,1.05,73.5,81.7
1028,Jaffna,Dry,Maha,Green Gram,Late-season,13,Sandy Loam,5.84,9.9,1.35,0.59,33.2,21.5,27.4,77.3,102.2,7.5,6.2,Drip,Rainfed,0.89,No,73.5,4.74,0.4,0.0,0.0
1029,Monaragala,Intermediate,Yala,Chili,Initial,25,Sandy Loam,5.82,10.4,0.74,0.57,28.8,21.2,25.0,74.3,52.5,7.1,10.3,Drip,Minor Tank,0.56,Yes,21.7,4.16,0.6,15.7,17.5
1029,Monaragala,Intermediate,Yala,Chili,Development,35,Sandy Loam,5.45,12.49,1.03,0.5,31.2,22.1,26.6,73.8,116.5,8.2,11.6,Drip,Minor Tank,0.56,Yes,15.7,4.56,0.85,32.7,36.3
1029,Monaragala,Intermediate,Yala,Chili,Mid-season,60,Sandy Loam,5.18,11.62,0.93,0.32,31.3,20.2,25.8,73.3,227.1,6.9,11.8,Drip,Minor Tank,0.56,Yes,32.7,4.92,1.05,103.5,115.0
1029,Monaragala,Intermediate,Yala,Chili,Late-season,30,Sandy Loam,5.62,15.34,1.09,0.42,30.4,22.1,26.3,64.6,191.4,7.1,16.0,Drip,Minor Tank,0.56,Yes,103.5,4.43,0.9,0.0,0.0
1030,Mannar,Dry,Maha,Green Gram,Initial,12,Loamy,5.86,20.59,1.2,0.59,31.4,21.7,26.5,81.6,81.2,5.9,6.8,Rainfed,Minor Tank,2.42,Yes,18.4,4.77,0.4,0.0,
1030,Mannar,Dry,Maha,Green Gram,Development,18,Loamy,5.61,22.89,1.42,0.24,31.9,21.6,26.7,87.3,136.7,6.5,10.5,Rainfed,Minor Tank,2.42,Yes,0.0,4.83,0.75,0.0,
1030,Mannar,Dry,Maha,Green Gram,Mid-season,22,Loamy,5.67,24.81,1.11,0.75,32.2,22.3,27.3,75.5,268.4,6.4,7.0,Rainfed,Minor Tank,2.42,Yes,0.0,4.59,1.05,0.0,
1030,Mannar,Dry,Maha,Green Gram,Late-season,13,Loamy,6.63,26.25,1.17,1.13,30.8,22.2,26.5,74.6,56.7,7.7,7.2,Rainfed,Minor Tank,2.42,Yes,0.0,4.03,0.4,0.0,
1031,Trincomalee,Dry,Maha,Tomato,Initial,20,Clay,6.41,26.33,1.85,0.93,30.3,22.7,26.5,79.4,50.4,7.1,9.2,Furrow/Surface,River/Canal Diversion,1.91,No,19.9,4.21,0.6,6.2,11.3
1031,Trincomalee,Dry,Maha,Tomato,Development,25,Clay,6.15,24.84,1.26,1.06,30.6,22.4,26.5,76.8,102.4,6.3,9.7,Furrow/Surface,River/Canal Diversion,1.91,No,6.2,4.19,0.9,6.3,11.4
1031,Trincomalee,Dry,Maha,Tomato,Mid-season,35,Clay,6.85,26.19,0.98,0.73,30.9,21.7,26.3,82.7,166.1,6.4,11.6,Furrow/Surface,River/Canal Diversion,1.91,No,6.3,4.12,1.15,21.7,39.4
1031,Trincomalee,Dry,Maha,Tomato,Late-season,20,Clay,6.57,26.1,1.61,0.67,31.7,21.2,26.5,82.5,81.8,6.8,9.3,Furrow/Surface,River/Canal Diversion,1.91,No,21.7,4.27,0.8,0.0,0.0
1032,Kegalle,Wet,Maha,Paddy (Rice),Initial,20,Sandy Loam,5.51,15.74,1.18,0.41,27.1,22.3,24.7,85.2,137.6,6.6,7.9,Drip,Minor Tank,0.64,Yes,57.0,3.23,1.05,0.0,0.0
1032,Kegalle,Wet,Maha,Paddy (Rice),Development,30,Sandy Loam,5.82,18.9,1.08,1.01,26.6,21.9,24.3,78.5,196.7,5.4,4.6,Drip,Minor Tank,0.64,Yes,0.0,3.02,1.1,0.0,0.0
1032,Kegalle,Wet,Maha,Paddy (Rice),Mid-season,40,Sandy Loam,5.17,18.9,1.04,0.67,27.8,21.8,24.8,76.3,86.7,5.7,5.4,Drip,Minor Tank,0.64,Yes,0.0,3.24,1.2,37.1,41.3
1032,Kegalle,Wet,Maha,Paddy (Rice),Late-season,25,Sandy Loam,6.24,18.9,1.36,0.77,29.4,22.9,26.1,80.7,269.8,4.6,3.6,Drip,Minor Tank,0.64,Yes,37.1,3.41,0.95,0.0,0.0
1033,Kilinochchi,Dry,Maha,Green Gram,Initial,12,Loamy,6.59,11.9,0.73,0.75,29.7,23.0,26.3,76.5,132.8,7.3,6.0,Furrow/Surface,Minor Tank,1.43,No,25.0,3.95,0.4,0.0,0.0
1033,Kilinochchi,Dry,Maha,Green Gram,Development,18,Loamy,5.67,16.92,0.94,0.22,31.5,23.6,27.5,83.5,0.0,6.1,7.5,Furrow/Surface,Minor Tank,1.43,No,0.0,4.3,0.75,37.1,67.4
1033,Kilinochchi,Dry,Maha,Green Gram,Mid-season,22,Loamy,5.33,15.11,1.1,0.49,31.5,22.5,27.0,75.0,167.6,6.3,8.2,Furrow/Surface,Minor Tank,1.43,No,37.1,4.32,1.05,0.0,0.0
1033,Kilinochchi,Dry,Maha,Green Gram,Late-season,13,Loamy,5.89,16.7,1.11,0.55,31.0,21.6,26.3,78.6,92.4,7.1,7.7,Furrow/Surface,Minor Tank,1.43,No,0.0,4.17,0.4,0.0,0.0
1034,Trincomalee,Dry,Yala,Green Gram,Initial,12,Clay,5.6,29.34,1.04,0.51,31.9,22.5,27.2,73.7,0.0,8.2,10.9,Furrow/Surface,Agro-well,1.73,No,19.7,4.89,0.4,14.5,26.3
1034,Trincomalee,Dry,Yala,Green Gram,Development,18,Clay,6.48,27.44,1.55,0.49,32.6,23.1,27.8,73.7,52.7,8.3,13.0,Furrow/Surface,Agro-well,1.73,No,14.5,4.95,0.75,5.3,9.7
1034,Trincomalee,Dry,Yala,Green Gram,Mid-season,22,Clay,5.75,25.4,0.69,0.78,34.3,24.3,29.3,78.0,50.5,8.3,10.2,Furrow/Surface,Agro-well,1.73,No,5.3,5.17,1.05,53.3,96.9
1034,Trincomalee,Dry,Yala,Green Gram,Late-season,13,Clay,5.67,23.3,1.06,0.66,35.2,24.3,29.8,77.4,33.0,8.3,12.4,Furrow/Surface,Agro-well,1.73,No,53.3,5.4,0.4,0.0,0.0
1035,Gampaha,Wet,Maha,Green Gram,Initial,12,Sandy,5.88,8.5,0.48,0.49,28.2,22.9,25.5,88.4,66.3,5.7,7.3,Rainfed,Minor Tank,0.71,No,24.5,3.48,0.4,0.0,
1035,Gampaha,Wet,Maha,Green Gram,Development,18,Sandy,4.77,8.87,0.4,0.44,26.6,23.4,25.0,87.3,0.0,6.7,5.7,Rainfed,Minor Tank,0.71,No,0.0,2.63,0.75,22.4,
1035,Gampaha,Wet,Maha,Green Gram,Mid-season,22,Sandy,6.32,5.73,0.61,0.64,27.7,22.3,25.0,80.6,0.0,5.3,6.2,Rainfed,Minor Tank,0.71,No,22.4,3.26,1.05,71.4,
1035,Gampaha,Wet,Maha,Green Gram,Late-season,13,Sandy,4.73,4.26,0.47,0.87,26.7,24.5,25.6,77.6,143.6,6.8,7.4,Rainfed,Minor Tank,0.71,No,71.4,2.01,0.4,0.0,
1036,Anuradhapura,Dry,Yala,Tomato,Initial,20,Clay,5.61,30.02,0.24,0.77,34.1,25.9,30.0,66.6,0.6,8.2,14.0,Furrow/Surface,Minor Tank,0.85,No,14.5,4.86,0.6,35.7,65.0
1036,Anuradhapura,Dry,Yala,Tomato,Development,25,Clay,6.09,30.26,1.85,1.51,33.3,25.0,29.2,62.3,22.6,8.7,8.3,Furrow/Surface,Minor Tank,0.85,No,35.7,4.7,0.9,61.9,112.5
1036,Anuradhapura,Dry,Yala,Tomato,Mid-season,35,Clay,7.24,29.93,1.3,0.91,33.1,21.8,27.5,69.8,141.5,8.5,15.3,Furrow/Surface,Minor Tank,0.85,No,61.9,5.2,1.15,58.4,106.1
1036,Anuradhapura,Dry,Yala,Tomato,Late-season,20,Clay,5.4,30.55,0.29,1.05,33.0,22.8,27.9,69.3,25.6,7.5,12.3,Furrow/Surface,Minor Tank,0.85,No,58.4,5.01,0.8,30.5,55.4
1037,Matara,Wet,Maha,Big Onion,Initial,15,Loamy,6.35,21.75,1.26,0.38,27.2,22.5,24.8,82.5,38.7,7.2,6.5,Furrow/Surface,Agro-well,1.56,No,34.0,3.2,0.7,0.0,0.0
1037,Matara,Wet,Maha,Big Onion,Development,25,Loamy,6.13,20.04,0.99,1.02,27.7,21.3,24.5,86.3,125.1,4.3,7.3,Furrow/Surface,Agro-well,1.56,No,0.0,3.63,0.9,0.0,0.0
1037,Matara,Wet,Maha,Big Onion,Mid-season,35,Loamy,6.41,19.37,1.69,0.96,28.2,20.3,24.2,78.8,206.6,5.5,9.4,Furrow/Surface,Agro-well,1.56,No,0.0,3.82,1.05,0.0,0.0
1037,Matara,Wet,Maha,Big Onion,Late-season,20,Loamy,6.15,19.5,0.84,0.53,27.7,22.9,25.3,80.9,177.1,6.6,5.9,Furrow/Surface,Agro-well,1.56,No,0.0,2.94,0.75,0.0,0.0
1038,Mullaitivu,Dry,Maha,Green Gram,Initial,12,Loamy,5.33,18.54,0.74,0.44,32.4,22.2,27.3,77.0,41.0,7.5,10.7,Drip,Major Tank,2.23,No,28.4,4.98,0.4,0.0,0.0
